ID,Source,Translation,AI_Reference
"ST_Description_LevelEvent,AreaEvent_Good_Round_MoreSupplies::506496864",You'll find more supplies and basic materials in this area.,,
"ST_Description_LevelEvent,Difficulty_Round4_MultiWays::1219127275",More explorable regions and types in this area.,,
"ST_Description_LevelEvent,AreaEvent_Good_Round_MoreMats::2648421904",You'll find rarer advanced materials and gear.,,
"ST_Description_LevelEvent,Good_Building_HeavyToArmor::2359198632","Boosts the damage of 30mm Light Guns, 30mm Twin Barrel Light Guns, Viper Chain Guns and Exterminators against armor by +50%.",,
"ST_Description_LevelEvent,Good_Building_TurretAttackAdd05::1632839013","Boosts the Attack of 30mm Light Guns, 30mm Twin Barrel Light Guns, Viper Chain Guns and Exterminators by +10%.",,
"ST_Description_LevelEvent,Good_Building_TurretAttackAdd06::1218154903","Boosts the Attack of 30mm Light Guns, 30mm Twin Barrel Light Guns, Viper Chain Guns and Exterminators by +20%.",,
"ST_Description_LevelEvent,Good_Building_TurretAttackAdd04::2794782254","Boosts the Attack of 30mm Light Guns, 30mm Twin Barrel Light Guns, Viper Chain Guns and Exterminators by +5%.",,
"ST_Description_LevelEvent,Good_Building_HeavyTurret_MagazineAdd::1010514341","Boosts the mag size of 30mm Light Guns, 30mm Twin Barrel Light Guns, Viper Chain Guns and Exterminators by +100%.",,
"ST_Description_LevelEvent,Good_Building_HeavyTurret_MagazineAdd_Lv2::3092789514","Boosts the mag size of 30mm Light Guns, 30mm Twin Barrel Light Guns, Viper Chain Guns and Exterminators by +20%.",,
"ST_Description_LevelEvent,BTD_Fake_Boss::4090167712",This wave is a boss wave.,,
"ST_Description_LevelEvent,BTD_ExtraAttack_Hard09::1695406347",Cephaloxes will attack on this wave.,,
"ST_Description_LevelEvent,AreaEvent_Good_Building_Iz_SlowEnemy::3608216137",Enemies entering the X-Boost Field will be marked and slowed briefly,,
"ST_Description_LevelEvent,AreaEvent_Good_Player_PickUpResourceAdd::3059682800",Resources that are picked up or manually gathered increased by 30%.,,
"ST_Description_LevelEvent,Bad_MonsterMod_Tank_EMP::3828859020",Some of the enemy tanks are now equipped with EMPs.,,
"ST_Description_LevelEvent,Bad_MonsterMod_Tank_Eye::4069129838",Some of the enemy tanks now have energy shields.,,
"ST_Description_LevelEvent,AreaEvent_Good_WildDrone::1816949044",You may find recovery drones in the fields.,,
"ST_Description_LevelEvent,BTD_7v1Support::1289206403",Guardian and Cataphract squads arriving on the battlefield.,,
"ST_Description_LevelEvent,AreaEvent_Bad_Enemy_FlankWaves::759546571",Enemies will attack from both flanks if the Core is lost.,,
"ST_Description_LevelEvent,AreaEvent_Good_Building_AddRange02::2056485823",Non-elemental turrets gain 25% increased range.,,
"ST_Description_LevelEvent,AreaEvent_Good_Building_AddRange01::703687466",Non-elemental turrets gain 5% increased range.,,
"ST_Description_LevelEvent,AreaEvent_Good_Building_AddRange03::1189846100",Non-elemental turrets gain 50% increased range.,,
"ST_Description_map,MainQuest_L3::1122106807",A rescue mission has reached Outpost 11. Enter the Outpost 7 perimeter and prepare for ground warfare. Reclaim any important documents and rescue any potential survivors.,,
"ST_Description_map,MainQuest_L2::3244549809","Fae received a distress signal from a band of Outpost 7 somewhere in the valley while stationed at Outpost 11.
The Envoy infiltrated and annihilated Outpost 7 soon after Starfall Project's inception, and the few remaining personnel, resources and documents awaits rescue.",,
"ST_Description_map,Level_Introduction_Content_10::2912413594",Allies are under attack! We must help them!,,
"ST_Description_map,map_ruins_short::1145399225",Even a dead city benefits humans more than deserts.,,
"ST_Description_map,Level_Introduction_Title_07::1807922819",Recovery Day,,
"ST_Description_map,Level_Introduction_Title_09::2897270721",Recovery Objects,,
"ST_Description_map,Level_Introduction_Title_04::3000907544",Danger Ahead,,
"ST_Description_map,LevelPreview_RandomLevel_03::3155264978","In a war that has no end, countless cities have been abandoned. This one is no exception.",,
"ST_Description_map,LevelPreview_RandomLevel_05::3155264978","In a war that has no end, countless cities have been abandoned. This one is no exception.",,
"ST_Description_map,LevelPreview_RandomLevel_06::3155264978","In a war that has no end, countless cities have been abandoned. This one is no exception.",,
"ST_Description_map,map_ruins::3155264978","In a war that has no end, countless cities have been abandoned. This one is no exception.",,
"ST_Description_map,Level_Introduction_Content_11::2246180037",Explore this site and recover the target item.,,
"ST_Description_map,Level_Introduction_Content_12::3007989474",The Core Tower can't sustain the Promethean Field for long here. Hurry up!,,
"ST_Description_map,Level_Introduction_Content_13::3281253048",Feel free to explore around here!,,
"ST_Description_map,MainQuest_L1_Description::2326134976",A temporary location outside your base that can be used to build and deploy your Outpost.,,
"ST_Description_map,MainQuest_L4_Title::2110550087",Seraph,,
"ST_Description_map,Level_Introduction_Title_11::1705736703",Designated Recovery,,
"ST_Description_map,World03_Explore_SafeZone::917994800",A temporary shelter near a frozen lake that allows for a quick reprieve.,,
"ST_Description_map,Level_Introduction_Content_15::336488232",Help the allies that are quartered here.,,
"ST_Description_map,Level_Introduction_Title_13::1450225652",Regular Exploration,,
"ST_Description_map,map_Recovery_day::923228051","We've completed all the major recoveries nearby.
The recovery fleet is on the way.
",,
"ST_Description_map,MainQuest_L4_Description::2267636064","Fae must present a convincing enough argument to win over the EUA's opinion.
He and Juliette tried to investigate the plasma battery needed activate the MK. II OSC. However, this seemingly simple endeavor would draw the attention and the fierce attack from the Nebula and the Seraph forces.",,
"ST_Description_map,Level_Introduction_Title_15::2543818598",Stronghold Supplies,,
"ST_Description_map,Level_Introduction_Content_09::2977675419","Explore the map, recover the object, and submit it at the Core Tower. Make sure you keep it intact!",,
"ST_Description_map,Level_Introduction_Content_Endless_01::369881655","Scavenge resources, craft ammo, build facilities, and defend against rounds of enemy attacks! After a round of attack, the Promethean Field will expand, giving you access to more resources, and the captain will choose whether to stay or retreat.",,
"ST_Description_map,Level_Introduction_Content_Recover_01::2692601747","Scavenge resources, build facilities, and defend against enemy attacks until evacuation! You'll have a preparation time before enemies come, when you should build up your defense. If the Outpost should be destroyed, wait for our emergency aircrafts to get you out.",,
"ST_Description_map,Level_Introduction_Content_Story_01::1437517773",Story Text 01,,
"ST_Description_map,Level_Introduction_Title_08::621125887",Infinity Siege,,
"ST_Description_map,MainQuest_L3_Title::1981806325",The Nebulas,,
"ST_Description_map,Infinity_4::2280695129",You will face hell here. Come if you are ready for end game.,,
"ST_Description_map,Infinite_3::702152392","A fatal challenge, a tough stronghold, ferocious enemies—and of course, befitting benefits.",,
"ST_Description_map,World03_Explore_Factory::984795664","While Greg Industries haven't been a target of AETOS, this looks like a trap left for us by the Mechanos.",,
"ST_Description_map,ShootingRange::3351295460",A firing range for testing XEN ammo.,,
"ST_Description_map,Level_Introduction_Title_01::3197859704",Stealth Operation,,
"ST_Description_map,Level_Introduction_Title_12::3836169272",Emergency Recovery,,
"ST_Description_map,Level_Introduction_Title_10::805191358",Emergency Aid,,
"ST_Description_map,MainQuest_L2_Title::280516438",Rescue & Rebuilding,,
"ST_Description_map,Level_Introduction_Title_03::1003001400",Trapped Inside,,
"ST_Description_map,Level_Interoduction_Content_Assassin::3315945960",Avoid the Spider Sentry's detection and hunt the Envoys' fanatics! AETOS will overwhelm us with numbers if multiple Spider Sentries lock on to us.,,
"ST_Description_map,World03_Explore_DULab::3211040830",A lab that used to belong to the military. Its location on a mountaintop airport makes it stick out for miles.,,
"ST_Description_map,Level_Introduction_Content_04::2379498097",There's an ambush in this place! We'll be sieged as soon as we enter.,,
"ST_Description_map,map_Crystalline_mountains::2908683114",This area is important for us.,,
"ST_Description_map,Level_Introduction_Content_05::558678881","There are enemy scouts everywhere and a whole army of enemies prepared to attack. They're waiting for a signal, which is when we go to recover the key object.",,
"ST_Description_map,MainQuest_L3_Description::2902143201","The wreckage that was once Outpost 7. Following an AETOS strike, the Nebulas descended upon it, slaughtering indiscriminately.",,
"ST_Description_map,LevelPreview_IceHill01_02::1950057094",This place used to be a ski resort and now lies in ruins.,,
"ST_Description_map,LevelPreview_IceHill01_03::1950057094",This place used to be a ski resort and now lies in ruins. ,,
"ST_Description_map,MainQuest_L2_Description::1731797087","An abandoned EUA base where research on the effect of AETOS strikes on the surrounding area was once conducted, at least before the rise of the Mechanos and the Envoy.",,
"ST_Description_map,Level_Introduction_Content_01::370326288","It's guarded by the Sentry. If it spots us, the risk level will increase; if it spots us a certain number of times, numerous enemies will be alarmed and attack our Outpost.",,
"ST_Description_map,Infinite::3108093748","There are plenty of resources but ""plentier"" of enemies.
You can only explore nearby areas during intervals of enemy attack.",,
"ST_Description_map,map_Snow_Highland_short::2443939560",High benefits mean high risks. Simple as that.,,
"ST_Description_MonsterSkill,DevilBoss_Choke_Select::138441350",You're locked by {MonsterName}!,,
"ST_Description_OutpostModeSelection,Armory::1241718579",This is an abandoned armory. Might have something useful for the exploration there.,,
"ST_Description_Research,UnlockCraft::479183881",A device used to process complex components. You can craft items with it.,,
"ST_Description_Research,TurretAmmoBoost_Heavy02::3870054739",Boosts the mag size of 30mm Twin Barrel Light Guns by +100%.,,
"ST_Description_Research,Paint::674503162",Used to alter the Outpost's paint.,,
"ST_Description_Research,TrainingArea::3352763980",A special training area in the Barracks that helps operatives gain EXP.,,
"ST_Description_Research,UnlockBlackMarket::4141035798",An inconspicuous shop at the corner of the Trade Port. Sells things you won't usually see.,,
"ST_Description_Research,OutpostUnlock_UpgradeI::1177086261",Expands the Outpost's A.T.C..,,
"ST_Description_Research,UnlockShootingRange::4055670253",Build the Shooting Range.,,
"ST_Description_Research,Character_AutoPick::3165001228","Strengthen team member's backpack to automatically pick up items in the vicinity. 
[Hold E] to enable automatic item pickup.",,
"ST_Description_Research,MedicalCentre::1982722549",Enables rescue medical personnel to display the vital parameters of any injured to aid in their work.,,
"ST_Description_Research,UnlockDispatch::3354051065",Enhances the efficiency of your comms and allows you to dispatch squad members to operations.,,
"ST_Description_Research,LocalAgent_Bigger_Lv1::894825758",Local operative squad cap +1,,
"ST_Description_Research,LocalAgent_Bigger_Lv2::1387397459","Local operative squad cap +2
(+1 in total)",,
"ST_Description_Research,LocalAgent_Bigger_Lv3::278332974","Local operative squad cap +2
(+3 in total)",,
"ST_Description_Research,LocalAgent_Bigger_Lv4::3606581161","Local operative squad cap +2
(+5 in total)",,
"ST_Description_Research,TurretAmmoBoost_AutoTurret::379769448","Boosts the mag size of MG Turrets by +100%.
""Eat as much as you can. You never know when the next meal is gonna be!""",,
"ST_Description_Research,Character_AutoPick_Slide::2569115423","Automatic pickup can also be activated when sliding and sprinting. 

Enhance team member's backpack to automatically pick up items in the vicinity. 
[Hold E] to enable automatic item pickup.",,
"ST_Description_Research,Cannon_Double::13218174",Unlocks [Twin Barrel 105mm Artillery] and [Charging XEN Turret],,
"ST_Description_Research,Turret_HellFlame::3648301603",Unlocks [Hellfire Turret] and [Heavy XEN Turret],,
"ST_Description_Research,NuclearSilo::1730039240",Unlocks [Tactical Nuke Silo] and [Spear of Dawn],,
"ST_Description_Research,TurretOverrider::1113472000",Unlocks [Turret Overrider] and [Supreme Autoloader],,
"ST_Description_Research,Turret_Heavy01::3055385671",Unlocks [30mm Light Gun] and [Light XEN Turret],,
"ST_Description_Research,Turret_CIWS::525170760",Unlocks [CIWS] and [Medium XEN Turret],,
"ST_Description_Research,Cannon_MissileArray::2314744443",Unlocks [Rocket Array] and [Promethean Device],,
"ST_Description_Research,Character_BagUpgrade_1::2085726887",Expands the backpack space of all operatives when researched.,,
"ST_Description_Research,Character_BagUpgrade_2::2746890347",Further expands the backpack space of all operatives when researched.,,
"ST_Description_Research,Character_AutoPick_EmptyHand::385747620","When empty-handed, significantly increase the speed of automatic pickup. 

Enhance team member's backpack to automatically pick up items in the vicinity. 
[Hold E] to enable automatic item pickup.",,
"ST_Description_Research,CatalystRecast_RewardPool_4::3168542812",Unlocks [Legendary Reforging]; has a chance to grant rare XEN.,,
"ST_Description_Research,CatalystRecast_RewardPool_3::1827962165",Unlocks [Epic Reforging]; has a chance to grant rare XEN.,,
"ST_Description_Research,LocalAgent_ManualReload::1668967625",Unlock [Quick Contact] to find a local operative immediately.,,
"ST_Description_Research,OverLoad_Lv1::835375862","Unlocks the Overload function for the [Auto Turret], [Underbarrel Auto Turret], [30mm Light Gun], [Pyro Turret], and the [Cryo Turret].
""They're everywhere! Then fire everywhere!""",,
"ST_Description_Research,CatalystRecast_RewardPool_5::2325039078",Unlocks [Heroic Reforging]; has a chance to grant rare XEN.,,
"ST_Description_Research,OverLoad_Lv2::567419651","Unlocks the Overload function for the [CIWS], [Type 30 CIWS], [30mm Twin Barrel Light Gun], [Viper Chain Gun], [Smart Mortar].
""More, I need more!""",,
"ST_Description_Research,Explosive::264228740","Unlocks: Grenade, Cannon Shell, Hi-Explosives manufacturing.",,
"ST_Description_Research,TurretAmmoBoost_LightTurret::3264640607",Boosts the mag size of 30mm Light Guns by +100%.,,
"ST_Description_Research,TurretAmmoBoost_CIWS::2620857700",Boosts the mag size of CIWS by +100%.,,
"ST_Description_Science,Skill_GunmagFission_AOE::4278985518",30% bigger area for explosion,,
"ST_Description_Science,Skill_MetalMouth::3403402106",[Speed Up] Duration is extended to 4s,,
"ST_Description_Science,tips_OnceAmmoCostIgnore::426069094",The next shot does not consume ammo.,,
"ST_Description_Science,Skill_Blink_DoubleShoot::3251253257",Shoot double bullets the next time you pull the trigger.,,
"ST_Description_Science,Keywords_Agile::3435622145",Crouching does not reduce movement speed.,,
"ST_Description_Science,Skill_Rabit_BulletReg::4175875868",Grants 5 stacks of [StandStill] to nearby allies while crouching.,,
"ST_Description_Science,Keywords_Pure::4245659784",Does not deal weakness damage.,,
"ST_Description_Science,Skill_StandStill::2037106852",Gain a stack of [StandStill] every 2.5s when you stand still.,,
"ST_Description_Science,Skill_StandStill_WeakPointAdd::2277731323",Gain a stack of [Lethal] every 1s when you stand still.,,
"ST_Description_Science,Skill_EquipDisable_Shoes::3123379445",Movement Speed +50 when you are without boots.,,
"ST_Description_Science,Skill_Artillerist_SubSkill::998308134",Throws a decoy that keeps [taunting] enemies. Can be attacked and destroyed.,,
"ST_Description_Science,Skill_Assault_SuperSkill::2541585317",Fire for the next 8s with no Ammo cost. Shoots Kinesis ammo.,,
"ST_Description_Science,Skill_DoubleJump_CostDecrease::3545949304",Double jump costs 50% less stamina.,,
"ST_Description_Science,keyword_StandStill::3268664521",Replenishes 1 ammo every 2 seconds. Stacks up to 10 times.,,
"ST_Description_Science,keyword_Global_damage::1799314800",Damage Amp +10%.,,
"ST_Description_Science,Keywords_Vulnerable::3521145381",Reduces damage resistance by 10%.,,
"ST_Description_Science,Keywords_Deflection::1719804082",Increases damage resistance by 100%.,,
"ST_Description_Science,tips_InLandingShip::2644857285",You have arrived near the airlift. Ready for evac anytime.,,
"ST_Description_Science,Skill_Assault_SubSkill_FreeNextShoot::4289932311",The shot after using [Instant Cooldown] does not consume ammo.,,
"ST_Description_Science,Child_A_Saber_SuperSkill_ReduceSubCD::674283457",Activating Force Field reduces Power Slash's cooldown by 5s.,,
"ST_Description_Science,Skill_AmmoMaster_Ex::330424971",Using an ammo crate grants 1 Charge.,,
"ST_Description_Science,Child_Saber_SubSkill_MoreReduceDamage::1643684750",Gain 90% Damage Reduction after using Power Slash.,,
"ST_Description_Science,Skill_Cannon_1::1072806337",Increases the damage of Assault Components by 50% and bullet travel speed by 250%.,,
"ST_Description_Science,keyword_Explosion_Damage::2136920102",Damage of explosives +10%.,,
"ST_Description_Science,keyword_Explosion_range::1484242531",Impact radius of explosives +10%.,,
"ST_Description_Science,Skill_Hook_FlyingAmmoInfinite::1257090922",Shooting does not consume ammo while you're using grappling hook.,,
"ST_Description_Science,Keywords_Elemental_enhancement::3843342938",Increases element stack rate by 10%.,,
"ST_Description_Science,Child_C_Assault_SuperSkill_KillArmorRecover1::1820538000",Defeating an enemy while Charged Fire is active grants you 3 Armor.,,
"ST_Description_Science,Child_C_Assault_SuperSkill_KillArmorRecover2::3902843205",Defeating an enemy while Charged Fire is active grants you 5 Armor.,,
"ST_Description_Science,Skill_GrenadeBarror_Grenade::4090301026",Launches a grenade once fully charged.,,
"ST_Description_Science,Child_A_Artillerist_SuperSkill_QuicklyFrozen::2526929083",Cryo Missile's Elemental Build-up increased.,,
"ST_Description_Science,Skill_RunningDamgeBoost::3162154564",Increases damage by 20% while sprinting.,,
"ST_Description_Science,Keywords_Runner::1339452930",Sprint costs 100% less stamina.,,
"ST_Description_Science,Child_C_Saber_SuperSkill_NewAngle::2088297126",Turn Force Field into all-round protection.,,
"ST_Description_Science,Child_Saber_SuperSkill_AddKeepTime1::869476183",Force Field's duration increased by 40%.,,
"ST_Description_Science,Child_C_Saber_SuperSkill_AddKeepTime2::2498884767",Force Field's duration increased by 80%.,,
"ST_Description_Science,Child_A_Saber_SuperSkill_AddSubDamage::2263800424",Power Slash Base Damage +50% while Blade Field is active.,,
"ST_Description_Science,Child_C_Saber_SuperSkill_AddRadius::1050079576",Increase Force Field's range.,,
"ST_Description_Science,Child_B_Saber_SuperSkill_ChangeElement::3359198968",Reflected ammo has the Elemental effects of the current ammo.,,
"ST_Description_Science,Child_B_Artillerist_SuperSkill_Fire::3977702158",Launches an extra missile with Pyro effects.,,
"ST_Description_Science,Child_A_Artillerist_SuperSkill_ICE::3500488641",Launches a Cryo Missile.,,
"ST_Description_Science,Skill_Gloves_AmplifiedGrenade::3463349566",Launches an Amplifier Grenade that increases the Attack of Outpost Components within the explosion range by 20% for 10 seconds (does not deal damage).,,
"ST_Description_Science,Skill_Artillerist_SuperSkill::3621597734",Shoots a massive amount of missiles towards enemies. CD: 45s.,,
"ST_Description_Science,Child_C_Artillerist_SuperSkill_Energy::767973895",Shoots homing Electro Missiles.,,
"ST_Description_Science,Child_C_Artillerist_SuperSkill_MoreMissile::604349556",Shoots more missiles.,,
"ST_Description_Science,Child_B_Engineer_SubSkill_BuildingKillCooldownReduce::3523611135",Reduce [Mech Buddy]'s CD when killing buildings with buffed Attack.,,
"ST_Description_Science,Keywords_Multiplier::2945674962",Gain double damage bonus and effect bonus.,,
"ST_Description_Science,skill_inBuildingLv2::549193408",Take 15% less damage and recover HP and stamina.,,
"ST_Description_Science,skill_TigerSkill01::3036511461",Gain 10 stacks of [SuperCharge] and replenish ammo over a period of 10s. 60s CD.,,
"ST_Description_Science,skill_ElephantSubSkill01::2318429350",Gain 3 stacks of [Ready_to_go]; 15s CD.,,
"ST_Description_Science,skill_ElephantSkill01::3670764173",Calls for a massive bombardment of missiles. 30s CD. ,,
"ST_Description_Science,Skill_Cannon_2::3962932698",Replenishes double ammo for turrets and increases their rate of fire by 100%.,,
"ST_Description_Science,Skill_GrenadeLauncher::2559128364",Shoots a grenade from the gloves.,,
"ST_Description_Science,Skill_DoubleJump::582024594",Enables double jump.,,
"ST_Description_Science,Child_B_Engineer_SubSkill_AddAttack::3411082529",Increase the Attack of nearby Buildings.,,
"ST_Description_Science,Skill_PowerGlove::1722964510",Can remove and use certain fixed turrets as handheld weapons.,,
"ST_Description_Science,Skill_SmartScope.MarkLock::247715013",Locks onto enemies marked by allies at any range.,,
"ST_Description_Science,Skill_Helmet_Weakness::2709657656",Hitting a weakness will cause an explosion based on the element type of your current ammo.,,
"ST_Description_Science,Skill_Calm_WeakShoot_CriticalChanceAdd::2659241659",Crit Chance +15% within 2s of hitting enemy weakness.,,
"ST_Description_Science,Skill_Calm_WeakShoot_OnceAmmoIgnore::2303583344",The next shot does not consume ammo within 2s of hitting enemy weakness.,,
"ST_Description_Science,Child_C_Artillerist_SuperSkill_MechanicalEnemy::4215669039",Hitting a mechanical enemy immediately procs Electro effects.,,
"ST_Description_Science,InBoundary::2851375180",Enhance operatives' defense within the X-boost field (affected by Outpost Output).,,
"ST_Description_Science,Skill_StationaryAim_AttackAdd::2238669970",Damage Amp +40% when mounting behind cover.,,
"ST_Description_Science,Skill_StationaryAimSkill::1302532491",Click [RMB] near cover to mount your weapon.,,
"ST_Description_Science,Keywords_Elemental_Mutation::4286444511",Morph XEN has different effects when coupled with different Element XEN.,,
"ST_Description_Science,Skill_Owl_Defender::2592190040",Creates a Guardian at the targeted location that self-destructs in 120s. 60s CD.,,
"ST_Description_Science,Skill_AirJet::504449450",Hold Jump in midair to hover at the current height.,,
"ST_Description_Science,Skill_DoubleJump_SmashGround::1379982881",Use melee attack in midair to perform a landing attack.,,
"ST_Description_Science,Skill_JumpEffect::2133367333",Increases Crit Chance by 5% for every 0.2s you stay in midair.,,
"ST_Description_Science,Keywords_Abundant::2600101355",Increases max stamina by 20% and stamina regen by 35 (stacks up to 5 times).,,
"ST_Description_Science,KeyWord_IceDamage::1788254920",Increases Cryo strength by 20.,,
"ST_Description_Science,KeyWord_KinectDamage::2691301441",Increases Kinesis strength by 20.,,
"ST_Description_Science,keyword_FireDamage::2299753980",Increases Pyro strength by 20.,,
"ST_Description_Science,KeyWord_EnergyDamage::1695610569",Increases Electro strength by 20.,,
"ST_Description_Science,Keywords_Dexterity::3746661632",Increases agility by 50%.,,
"ST_Description_Science,keyword_Elemental_Overlay::3017992626",Increases points of the relevant element and triggers elemental effects at 100 points.,,
"ST_Description_Science,Child_C_Saber_SubSkill_AddFireTime::1421941286",Increase the duration of the fire.,,
"ST_Description_Science,Child_B_Artillerist_SubSkill_AddBoomRidius::2176517649",Increase the radius for Decoys.,,
"ST_Description_Science,Child_B_Artillerist_SubSkill_AddBoomDamage::2625703575",Increase Explosive Damage for Decoys.,,
"ST_Description_Science,Child_C_Engineer_SubSkill_KillCollect::428919533",Enemies who died around the Bubble Shield will be converted into Resources.,,
"ST_Description_Science,Skill_HeavyBarror_1::3145953739",Greatly increases Shooting Damage but increases firing interval.,,
"ST_Description_Science,tips_WormZone::62684928",The AETOS is in calibration process.,,
"ST_Description_Science,Skill_Crocodile_HealthBoost::2981786652",Max HP +30 when your Armor is depleted,,
"ST_Description_Science,Skill_EquipDisable_Helmet::684506197",Damage +300 when you are without helmet.,,
"ST_Description_Science,Skill_EquipDisable_Armor::1490271488",Defense +250 when your body hardens without body armor.,,
"ST_Description_Science,Skill_EquipDisable_Helmet+Armor::4280336128",Stamina recovery +50% when you are without a helmet or body armor.,,
"ST_Description_Science,Skill_EquipDisable_Helmet+Shoes::2995327040",Max stamina +35 when you are without a helmet or boots.,,
"ST_Description_Science,Skill_EquipDisable_Armor+Shoes::272045944",Critical +300 when you are without body armor or boots.,,
"ST_Description_Science,Child_A_Saber_SubSkill_AgainKillToAgain::211783858","If the 2nd Power Slash kills an enemy, you can use it again within 3s and deal 50% more damage.",,
"ST_Description_Science,Skill_GunmagSpeed_Sniper::417359955",Bullets deal more damage the further they travel.,,
"ST_Description_Science,Skill_AmmoMaster_Stamina::1520185053",Recovers full Stamina after reload.,,
"ST_Description_Science,Child_B_Saber_SubSkill_Proto::542100042",Proc the current Booster XEN effect against enemies hit.,,
"ST_Description_Science,Child_Artillerist_SuperSkill_DamageUPToMock1::2719324964",Deal 30% extra damage against [taunted] enemies.,,
"ST_Description_Science,Child_Artillerist_SuperSkill_DamageUPToMock2::2812908906",Deal 50% extra damage against [taunted] enemies.,,
"ST_Description_Science,Child_Artillerist_SuperSkill_SpeedUP::502565333",Missile's travel speed increased.,,
"ST_Description_Science,Child_B_Assault_SuperSkill_Ice::2016222509",Shoots Cryo ammo.,,
"ST_Description_Science,Child_B_Assault_SuperSkill_Fire::2611540505",Shoots Pyro ammo.,,
"ST_Description_Science,Child_B_Assault_SuperSkill_Energy::2007724332",Shoots Electro ammo.,,
"ST_Description_Science,Skill_GUN_Missile01::115919462",Has a chance to shoot an extra Seeker Missile while shooting.,,
"ST_Description_Science,keyword_Rapid_fire::2940359988",Firing interval -1%.,,
"ST_Description_Science,Child_B_Saber_SuperSkill_ChangeEffect::196812371",Convert blocked projectiles into the current XEN and shoot them.,,
"ST_Description_Science,Child_Saber_SuperSkill_AddMoveSpeed::1709766768",Increase Movement Speed while Force Field is active.,,
"ST_Description_Science,keywords_Lethal::3568792595",Increases Weakpoint Bonus by 2.5%.,,
"ST_Description_Science,Skill_AmmoMaster_ElectricDamage::2188327146",Obtains 20 stacks of [EnergyDamage] when you have less than 50% ammo in your magazine.,,
"ST_Description_Science,Skill_AmmoMaster_FireDamage::3990437278",Obtains 20 stacks of [FireDamage] when you have less than 50% ammo in your magazine.,,
"ST_Description_Science,Skill_AmmoMaster_IceDamage::428510141",Obtains 20 stacks of [IceDamage] when you have less than 50% ammo in your magazine.,,
"ST_Description_Science,Skill_AmmoMaster_StoneDamage::2169188921",Obtains 20 stacks of [KinectDamage] when you have less than 50% ammo in your magazine.,,
"ST_Description_Science,Attr_MagazineCap_HeavyGunmag::4179194296",Mag Size +30.,,
"ST_Description_Science,Skill_GunmagDrum_DoubleAmmo::741023736",Mag Size doubled,,
"ST_Description_Science,Skill_AmmoMaster_Extra::298115105",Ammo obtained from ammo crates +50%.,,
"ST_Description_Science,Skill_GunMagSupport_CoolDown::2862053820",Reduces the CDs of all XENs with longer CD than 8s by 25%.,,
"ST_Description_Science,Skill_Owl_Barrier::1472787818",Throw an ordnance which generates a barrier that blocks enemy projectiles where it lands; 60s CD.,,
"ST_Description_Science,Child_Artillerist_SubSkill_CDReduce::3308407373",Skill CD -5s.,,
"ST_Description_Science,Child_Artillerist_SuperSkill_CDReduce::3308407373",Skill CD -5s.,,
"ST_Description_Science,Child_Saber_SuperSkill_ReduceCD::3308407373",Skill CD -5s.,,
"ST_Description_Science,Skill_Assault_SubSkilll_CDReduce::3308407373",Skill CD -5s.,,
"ST_Description_Science,Skill_Assault_SuperSkill_CDReduce::3308407373",Skill CD -5s.,,
"ST_Description_Science,Child_Engineer_SuperSkill_CDReduce::1008084640",Skill CD -20s.,,
"ST_Description_Science,Child_A_Saber_SubSkill_AddBaseDamage::4055111222",Skill Base Damage +50%.,,
"ST_Description_Science,Skill_Assault_SuperSkill_DurationAdd1::1339265101",Skill duration +3s.,,
"ST_Description_Science,Skill_Assault_SuperSkill_DurationAdd2::2699965869",Skill duration +5s.,,
"ST_Description_Science,Skill_Assault_SuperSkill_DamageAdd1::2599004088",Bullet Damage +25% while the skill is in effect.,,
"ST_Description_Science,Skill_Assault_SuperSkill_DamageAdd2::4289931485",Bullet Damage +50% while the skill is in effect.,,
"ST_Description_Science,Child_C_Assault_SuperSkill_DefenseAdd2::3485384189",Gain 100% Defense while the skill is in effect.,,
"ST_Description_Science,Child_C_Assault_SuperSkill_DefenseAdd1::314526751",Gain 50% Defense while the skill is in effect.,,
"ST_Description_Science,Child_A_Saber_SubSkill_MaxUse::477295105",Skill Charge +1.,,
"ST_Description_Science,Child_Artillerist_SubSkill_MoreUse_1::477295105",Skill Charge +1.,,
"ST_Description_Science,Skill_Assault_SubSkill_AddUsableStack::477295105",Skill Charge +1.,,
"ST_Description_Science,Skill_Armor_Maximizer::3381969606",Having more than 90% Armor grants 50% Armor damage reduction and 20% increased Attack.,,
"ST_Description_Science,Skill_Crocodile_DeathRolling::2420197600",Taking damage to your Armor grants a 5% movement speed and 10% Defense bonus that lasts 5 seconds.,,
"ST_Description_Science,Child_A_Engineer_SubSkill_AutoRecover::3631890133",Shield auto-regenerates after not taking damage for a period of time.,,
"ST_Description_Science,Skill_PeaceMachine_ArmorUp::947882387",Grants 100 shield.,,
"ST_Description_Science,Attr_Thorns_ShieldReg::2468085574",Shield Regen +50%.,,
"ST_Description_Science,Skill_PeaceMachine_QuickRepaiaring::720684921",Shield Regen +30%.,,
"ST_Description_Science,Child_A_Engineer_SubSkill_AddDuration_1::3853493790",Shield duration increased.,,
"ST_Description_Science,Child_A_Engineer_SubSkill_AddDuration_2::3278336677",Shield's duration greatly increased.,,
"ST_Description_Science,tps_ShieldCoolDown::1435873434",Shield reactivating.,,
"ST_Description_Science,Skill_Shield_Mutate::952348012",Damage Resistance + 10% when Armor is above 0.,,
